record_id,year,month,quarter,department,district,state,scheme,contractor_id,contractor_risk,district_tier,centre_released,state_allocated,district_allocated,contractor_paid,diff_amount,diff_percent,spending_ratio,is_overspend,completion_pct,label_type,label,risk_level
REC04100,2021,1,1,Housing,Vadodara,Gujarat,Swachh Bharat Mission,C030,low,2,493.24,479.14,469.75,411.7,58.05,12.36,0.8764,0,82,normal,0,green
REC09705,2022,4,2,Infrastructure,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C036,low,2,1573.96,1528.99,1499.01,299.28,1199.73,80.03,0.1997,0,25,anomaly_under,2,red
REC01910,2023,8,3,Agriculture,Nandurbar,Maharashtra,Swachh Bharat Mission,C059,low,3,42.82,41.6,40.78,28.36,12.42,30.46,0.6954,0,87,normal,0,green
REC03827,2024,10,4,Infrastructure,Palghar,Maharashtra,PM Fasal Bima Yojana,C070,low,3,684.97,665.4,652.35,600.08,52.27,8.01,0.9199,0,92,normal,0,green
REC09979,2023,1,1,Agriculture,Bharuch,Gujarat,PM Awas Yojana,C092,medium,3,175.72,170.7,167.35,77.48,89.87,53.7,0.463,0,15,anomaly_under,2,red
REC04261,2021,2,1,Health,Ahmedabad,Gujarat,Jal Jeevan Mission,C078,low,1,505.91,491.46,481.82,429.55,52.27,10.85,0.8915,0,85,normal,0,green
REC02860,2022,7,3,Health,Rajkot,Gujarat,PM Awas Yojana,C001,low,2,377.15,366.37,359.19,336.83,22.36,6.23,0.9377,0,89,normal,0,green
REC09891,2023,3,1,Education,Palghar,Maharashtra,MGNREGA,C077,low,3,35.57,34.56,33.88,4.05,29.83,88.05,0.1195,0,7,anomaly_under,2,red
REC07078,2022,4,2,Sanitation,Nashik,Maharashtra,Jal Jeevan Mission,C057,high,2,94.73,92.02,90.22,97.76,7.54,8.36,1.0836,1,43,warning,1,yellow
REC04209,2024,10,4,Agriculture,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C072,medium,3,63.28,61.48,60.27,46.96,13.31,22.08,0.7792,0,63,normal,0,green
REC03901,2024,7,3,Infrastructure,Nagpur,Maharashtra,Jal Jeevan Mission,C048,medium,2,1672.39,1624.61,1592.75,1290.01,302.74,19.01,0.8099,0,92,normal,0,green
REC04760,2022,9,3,Education,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C039,low,3,85.46,83.02,81.39,69.86,11.53,14.17,0.8583,0,64,normal,0,green
REC07256,2022,12,4,Education,Pune,Maharashtra,PM Awas Yojana,C064,medium,1,390.05,378.91,371.48,407.21,35.73,9.62,1.0962,1,62,warning,1,yellow
REC04059,2021,11,4,Sanitation,Rajkot,Gujarat,Ayushman Bharat,C066,low,2,39.71,38.58,37.82,31.21,6.61,17.48,0.8252,0,72,normal,0,green
REC06104,2022,9,3,Health,Nandurbar,Maharashtra,Sarva Shiksha Abhiyan,C088,low,3,203.43,197.61,193.74,162.55,31.19,16.1,0.839,0,60,normal,0,green
REC06945,2021,12,4,Sanitation,Dahanu,Maharashtra,PM Gram Sadak Yojana,C067,low,3,48.85,47.45,46.52,38.9,7.62,16.38,0.8362,0,94,normal,0,green
REC06260,2022,7,3,Sanitation,Vadodara,Gujarat,PM Gram Sadak Yojana,C044,medium,2,43.64,42.39,41.56,34.31,7.25,17.44,0.8256,0,88,normal,0,green
REC07623,2024,5,2,Education,Nagpur,Maharashtra,Jal Jeevan Mission,C032,medium,2,401.99,390.51,382.85,418.84,35.99,9.4,1.094,1,37,warning,1,yellow
REC05076,2023,6,2,Agriculture,Surat,Gujarat,Jal Jeevan Mission,C023,high,1,53.96,52.42,51.39,38.9,12.49,24.3,0.757,0,87,normal,0,green
REC01933,2024,8,3,Health,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C003,low,2,65.1,63.24,62.0,57.85,4.15,6.69,0.9331,0,89,normal,0,green
REC07191,2022,6,2,Housing,Vadodara,Gujarat,Swachh Bharat Mission,C058,medium,2,542.05,526.56,516.24,591.12,74.88,14.5,1.145,1,43,warning,1,yellow
REC09515,2022,2,1,Education,Rajkot,Gujarat,MGNREGA,C097,medium,2,255.08,247.79,242.93,58.48,184.45,75.93,0.2407,0,11,anomaly_under,2,red
REC08429,2024,6,2,Health,Vadodara,Gujarat,Jal Jeevan Mission,C078,low,2,462.88,449.66,440.84,472.13,31.29,7.1,1.071,1,65,warning,1,yellow
REC03716,2024,6,2,Health,Anand,Gujarat,Sarva Shiksha Abhiyan,C036,low,3,281.36,273.32,267.96,235.93,32.03,11.95,0.8805,0,67,normal,0,green
REC08041,2024,6,2,Infrastructure,Raigad,Maharashtra,MGNREGA,C012,medium,3,1215.19,1180.47,1157.32,1241.24,83.92,7.25,1.0725,1,49,warning,1,yellow
REC06718,2023,1,1,Education,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C018,low,3,242.29,235.37,230.75,203.17,27.58,11.95,0.8805,0,89,normal,0,green
REC09623,2022,11,4,Housing,Bharuch,Gujarat,PM Awas Yojana,C070,low,3,261.06,253.6,248.63,80.1,168.53,67.78,0.3222,0,18,anomaly_under,2,red
REC05538,2023,3,1,Agriculture,Surat,Gujarat,Sarva Shiksha Abhiyan,C057,high,1,453.34,440.38,431.75,275.2,156.55,36.26,0.6374,0,91,normal,0,green
REC05924,2021,4,2,Sanitation,Palghar,Maharashtra,PM Fasal Bima Yojana,C054,high,3,114.68,111.4,109.22,93.79,15.43,14.13,0.8587,0,61,normal,0,green
REC02923,2022,6,2,Sanitation,Pune,Maharashtra,Jal Jeevan Mission,C022,low,1,250.62,243.46,238.69,225.04,13.65,5.72,0.9428,0,64,normal,0,green
REC05685,2024,7,3,Housing,Dahanu,Maharashtra,Ayushman Bharat,C027,medium,3,216.13,209.96,205.84,191.26,14.58,7.08,0.9292,0,83,normal,0,green
REC01234,2024,4,2,Education,Vadodara,Gujarat,MGNREGA,C069,medium,2,348.85,338.88,332.24,323.83,8.41,2.53,0.9747,0,86,normal,0,green
REC03852,2022,12,4,Housing,Nandurbar,Maharashtra,PM Awas Yojana,C006,low,3,97.72,94.93,93.07,83.44,9.63,10.35,0.8965,0,74,normal,0,green
REC05645,2021,9,3,Housing,Nagpur,Maharashtra,Sarva Shiksha Abhiyan,C024,low,2,488.62,474.66,465.35,379.58,85.77,18.43,0.8157,0,92,normal,0,green
REC05046,2021,3,1,Infrastructure,Ahmedabad,Gujarat,PM Gram Sadak Yojana,C035,medium,1,3555.9,3454.3,3386.57,2617.64,768.93,22.71,0.7729,0,66,normal,0,green
REC06130,2024,7,3,Sanitation,Nashik,Maharashtra,Jal Jeevan Mission,C022,low,2,172.87,167.93,164.64,132.1,32.54,19.76,0.8024,0,91,normal,0,green
REC01659,2021,1,1,Agriculture,Nagpur,Maharashtra,Jal Jeevan Mission,C085,low,2,300.8,292.21,286.48,245.42,41.06,14.33,0.8567,0,87,normal,0,green
REC04297,2024,9,3,Health,Vadodara,Gujarat,MGNREGA,C063,medium,2,311.62,302.72,296.78,247.51,49.27,16.6,0.834,0,61,normal,0,green
REC06959,2021,7,3,Infrastructure,Palghar,Maharashtra,Jal Jeevan Mission,C035,medium,3,1286.91,1250.14,1225.63,995.25,230.38,18.8,0.812,0,71,normal,0,green
REC09604,2022,11,4,Education,Vadodara,Gujarat,Swachh Bharat Mission,C011,low,2,143.4,139.3,136.57,37.83,98.74,72.3,0.277,0,16,anomaly_under,2,red
REC00516,2022,11,4,Education,Bharuch,Gujarat,PM Fasal Bima Yojana,C096,medium,3,250.79,243.63,238.85,214.76,24.09,10.09,0.8991,0,91,normal,0,green
REC01627,2024,9,3,Housing,Mumbai,Maharashtra,PM Fasal Bima Yojana,C094,low,1,762.32,740.54,726.02,616.52,109.5,15.08,0.8492,0,76,normal,0,green
REC03957,2023,3,1,Sanitation,Anand,Gujarat,PM Fasal Bima Yojana,C034,low,3,35.13,34.13,33.46,28.58,4.88,14.58,0.8542,0,67,normal,0,green
REC08309,2021,9,3,Sanitation,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C005,low,3,112.23,109.03,106.89,122.06,15.17,14.19,1.1419,1,41,warning,1,yellow
REC09010,2024,7,3,Agriculture,Rajkot,Gujarat,PM Awas Yojana,C024,low,2,196.02,190.42,186.69,217.19,30.5,16.34,1.1634,1,25,anomaly_over,2,red
REC06662,2024,5,2,Sanitation,Mumbai,Maharashtra,Jal Jeevan Mission,C035,medium,1,249.84,242.7,237.94,224.58,13.36,5.61,0.9439,0,63,normal,0,green
REC08753,2024,2,1,Housing,Bharuch,Gujarat,MGNREGA,C048,medium,3,314.96,305.96,299.96,475.8,175.84,58.62,1.5862,1,28,anomaly_over,2,red
REC01291,2021,5,2,Infrastructure,Nandurbar,Maharashtra,Ayushman Bharat,C014,high,3,1370.57,1331.41,1305.3,917.83,387.47,29.68,0.7032,0,86,normal,0,green
REC03679,2021,10,4,Infrastructure,Mumbai,Maharashtra,MGNREGA,C038,medium,1,3303.58,3209.2,3146.27,2815.87,330.4,10.5,0.895,0,61,normal,0,green
REC05688,2021,4,2,Education,Ahmedabad,Gujarat,Swachh Bharat Mission,C082,low,1,549.66,533.96,523.49,509.58,13.91,2.66,0.9734,0,66,normal,0,green
REC05346,2022,7,3,Education,Surat,Gujarat,PM Awas Yojana,C096,medium,1,509.82,495.25,485.54,458.25,27.29,5.62,0.9438,0,75,normal,0,green
REC04999,2021,1,1,Health,Rajkot,Gujarat,PM Gram Sadak Yojana,C051,low,2,235.91,229.17,224.68,196.75,27.93,12.43,0.8757,0,83,normal,0,green
REC00137,2024,11,4,Sanitation,Bharuch,Gujarat,PM Gram Sadak Yojana,C039,low,3,41.6,40.41,39.62,36.15,3.47,8.76,0.9124,0,69,normal,0,green
REC05778,2023,11,4,Housing,Nashik,Maharashtra,PM Fasal Bima Yojana,C054,high,2,699.45,679.46,666.14,572.97,93.17,13.99,0.8601,0,85,normal,0,green
REC06547,2023,8,3,Sanitation,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C016,medium,2,95.39,92.67,90.85,77.36,13.49,14.85,0.8515,0,77,normal,0,green
REC02780,2022,7,3,Agriculture,Nandurbar,Maharashtra,Swachh Bharat Mission,C075,low,3,61.71,59.95,58.77,49.31,9.46,16.1,0.839,0,77,normal,0,green
REC06929,2024,11,4,Infrastructure,Mumbai,Maharashtra,Swachh Bharat Mission,C038,medium,1,688.11,668.45,655.34,458.95,196.39,29.97,0.7003,0,93,normal,0,green
REC09820,2022,6,2,Health,Mumbai,Maharashtra,PM Awas Yojana,C093,medium,1,460.33,447.18,438.41,174.91,263.5,60.1,0.399,0,11,anomaly_under,2,red
REC09111,2021,10,4,Sanitation,Palghar,Maharashtra,PM Gram Sadak Yojana,C086,low,3,113.39,110.15,107.99,142.62,34.63,32.07,1.3207,1,34,anomaly_over,2,red
REC05707,2024,10,4,Agriculture,Nagpur,Maharashtra,Ayushman Bharat,C030,low,2,266.73,259.11,254.03,152.7,101.33,39.89,0.6011,0,70,normal,0,green
REC05354,2021,8,3,Infrastructure,Rajkot,Gujarat,Swachh Bharat Mission,C020,medium,2,2165.58,2103.71,2062.46,1690.28,372.18,18.05,0.8195,0,61,normal,0,green
REC06353,2023,9,3,Housing,Mumbai,Maharashtra,PM Gram Sadak Yojana,C012,medium,1,879.28,854.16,837.41,706.44,130.97,15.64,0.8436,0,90,normal,0,green
REC01978,2022,11,4,Sanitation,Nandurbar,Maharashtra,PM Awas Yojana,C063,medium,3,25.68,24.95,24.46,22.05,2.41,9.85,0.9015,0,62,normal,0,green
REC05996,2022,3,1,Infrastructure,Mumbai,Maharashtra,PM Fasal Bima Yojana,C080,medium,1,2967.02,2882.24,2825.73,2283.21,542.52,19.2,0.808,0,70,normal,0,green
REC05390,2022,7,3,Infrastructure,Palghar,Maharashtra,MGNREGA,C006,low,3,363.0,352.62,345.71,296.24,49.47,14.31,0.8569,0,68,normal,0,green
REC08149,2023,7,3,Agriculture,Vadodara,Gujarat,PM Fasal Bima Yojana,C097,medium,2,141.94,137.88,135.18,155.31,20.13,14.89,1.1489,1,68,warning,1,yellow
REC09395,2022,2,1,Housing,Bharuch,Gujarat,MGNREGA,C092,medium,3,143.18,139.09,136.36,64.19,72.17,52.93,0.4707,0,22,anomaly_under,2,red
REC01246,2023,9,3,Agriculture,Anand,Gujarat,Ayushman Bharat,C044,medium,3,168.09,163.29,160.09,113.79,46.3,28.92,0.7108,0,65,normal,0,green
REC00977,2021,12,4,Education,Nagpur,Maharashtra,PM Gram Sadak Yojana,C056,low,2,235.04,228.33,223.85,197.05,26.8,11.97,0.8803,0,82,normal,0,green
REC05106,2024,6,2,Education,Palghar,Maharashtra,PM Fasal Bima Yojana,C091,low,3,108.84,105.73,103.66,88.83,14.83,14.31,0.8569,0,93,normal,0,green
REC04749,2024,8,3,Infrastructure,Palghar,Maharashtra,Jal Jeevan Mission,C088,low,3,1373.5,1334.26,1308.1,1006.48,301.62,23.06,0.7694,0,70,normal,0,green
REC02813,2021,11,4,Infrastructure,Nagpur,Maharashtra,PM Gram Sadak Yojana,C023,high,2,1412.76,1372.4,1345.49,1177.81,167.68,12.46,0.8754,0,62,normal,0,green
REC06381,2022,11,4,Education,Surat,Gujarat,PM Awas Yojana,C029,low,1,163.95,159.26,156.14,151.31,4.83,3.09,0.9691,0,75,normal,0,green
REC00431,2024,4,2,Infrastructure,Palghar,Maharashtra,PM Gram Sadak Yojana,C065,medium,3,1680.88,1632.86,1600.84,1218.18,382.66,23.9,0.761,0,79,normal,0,green
REC02474,2024,1,1,Infrastructure,Pune,Maharashtra,Ayushman Bharat,C043,low,1,2060.66,2001.78,1962.53,1467.9,494.63,25.2,0.748,0,61,normal,0,green
REC02211,2022,8,3,Housing,Vadodara,Gujarat,Swachh Bharat Mission,C009,low,2,458.39,445.29,436.56,363.93,72.63,16.64,0.8336,0,71,normal,0,green
REC03779,2023,1,1,Education,Pune,Maharashtra,MGNREGA,C099,medium,1,79.3,77.03,75.52,68.27,7.25,9.6,0.904,0,73,normal,0,green
REC08330,2024,2,1,Agriculture,Rajkot,Gujarat,Ayushman Bharat,C087,low,2,139.32,135.34,132.69,143.05,10.36,7.81,1.0781,1,68,warning,1,yellow
REC02384,2023,12,4,Sanitation,Raigad,Maharashtra,Swachh Bharat Mission,C022,low,3,93.42,90.75,88.97,71.71,17.26,19.4,0.806,0,91,normal,0,green
REC02413,2024,3,1,Infrastructure,Bharuch,Gujarat,PM Gram Sadak Yojana,C076,medium,3,1112.97,1081.17,1059.97,880.07,179.9,16.97,0.8303,0,94,normal,0,green
REC04332,2022,2,1,Infrastructure,Palghar,Maharashtra,Jal Jeevan Mission,C075,low,3,931.25,904.64,886.9,738.1,148.8,16.78,0.8322,0,71,normal,0,green
REC00776,2023,7,3,Housing,Mumbai,Maharashtra,MGNREGA,C097,medium,1,1017.5,988.43,969.05,777.15,191.9,19.8,0.802,0,73,normal,0,green
REC00763,2022,11,4,Housing,Vadodara,Gujarat,PM Fasal Bima Yojana,C056,low,2,123.7,120.17,117.81,92.0,25.81,21.91,0.7809,0,78,normal,0,green
REC05474,2021,1,1,Housing,Mumbai,Maharashtra,PM Fasal Bima Yojana,C047,low,1,308.08,299.28,293.41,227.71,65.7,22.39,0.7761,0,93,normal,0,green
REC00728,2023,6,2,Education,Rajkot,Gujarat,PM Awas Yojana,C078,low,2,283.77,275.67,270.26,233.54,36.72,13.59,0.8641,0,63,normal,0,green
REC05488,2023,9,3,Sanitation,Nandurbar,Maharashtra,PM Awas Yojana,C081,low,3,82.39,80.04,78.47,72.03,6.44,8.21,0.9179,0,89,normal,0,green
REC06667,2022,6,2,Sanitation,Palghar,Maharashtra,Swachh Bharat Mission,C056,low,3,53.48,51.95,50.93,49.23,1.7,3.34,0.9666,0,72,normal,0,green
REC06566,2024,5,2,Health,Surat,Gujarat,MGNREGA,C033,low,1,285.07,276.93,271.5,246.72,24.78,9.13,0.9087,0,85,normal,0,green
REC00504,2021,12,4,Infrastructure,Raigad,Maharashtra,PM Awas Yojana,C067,low,3,1729.08,1679.67,1646.74,1206.36,440.38,26.74,0.7326,0,83,normal,0,green
REC08840,2022,12,4,Infrastructure,Palghar,Maharashtra,PM Fasal Bima Yojana,C008,medium,3,840.88,816.86,800.84,1093.36,292.52,36.53,1.3653,1,28,anomaly_over,2,red
REC05456,2023,6,2,Infrastructure,Mumbai,Maharashtra,PM Fasal Bima Yojana,C007,medium,1,762.43,740.64,726.12,663.72,62.4,8.59,0.9141,0,87,normal,0,green
REC08509,2023,4,2,Education,Surat,Gujarat,Jal Jeevan Mission,C033,low,1,449.85,437.0,428.43,654.04,225.61,52.66,1.5266,1,28,anomaly_over,2,red
REC09557,2022,5,2,Infrastructure,Ahmedabad,Gujarat,Jal Jeevan Mission,C037,medium,1,4221.23,4100.62,4020.22,1892.59,2127.63,52.92,0.4708,0,25,anomaly_under,2,red
REC06417,2021,8,3,Agriculture,Ahmedabad,Gujarat,PM Gram Sadak Yojana,C072,medium,1,105.18,102.17,100.17,71.75,28.42,28.37,0.7163,0,84,normal,0,green
REC01703,2022,2,1,Education,Dahanu,Maharashtra,MGNREGA,C082,low,3,80.17,77.88,76.35,66.46,9.89,12.95,0.8705,0,72,normal,0,green
REC05448,2022,11,4,Sanitation,Mumbai,Maharashtra,PM Fasal Bima Yojana,C019,medium,1,248.51,241.41,236.68,211.42,25.26,10.67,0.8933,0,73,normal,0,green
REC05485,2024,11,4,Education,Dahanu,Maharashtra,PM Awas Yojana,C024,low,3,100.71,97.83,95.91,87.53,8.38,8.74,0.9126,0,83,normal,0,green
REC04605,2023,12,4,Housing,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C063,medium,3,336.49,326.88,320.47,303.29,17.18,5.36,0.9464,0,78,normal,0,green
REC02676,2022,12,4,Infrastructure,Dahanu,Maharashtra,Ayushman Bharat,C089,medium,3,1184.58,1150.73,1128.17,872.91,255.26,22.63,0.7737,0,92,normal,0,green
REC02100,2021,12,4,Sanitation,Surat,Gujarat,PM Awas Yojana,C074,medium,1,98.39,95.57,93.7,77.76,15.94,17.01,0.8299,0,78,normal,0,green
REC07044,2024,8,3,Housing,Pune,Maharashtra,PM Fasal Bima Yojana,C097,medium,1,337.43,327.79,321.36,338.1,16.74,5.21,1.0521,1,69,warning,1,yellow
REC00930,2021,5,2,Infrastructure,Nagpur,Maharashtra,Swachh Bharat Mission,C097,medium,2,944.86,917.87,899.87,740.1,159.77,17.75,0.8225,0,60,normal,0,green
REC08870,2024,1,1,Health,Nandurbar,Maharashtra,Sarva Shiksha Abhiyan,C039,low,3,270.86,263.12,257.96,410.29,152.33,59.05,1.5905,1,40,anomaly_over,2,red
REC06284,2021,8,3,Housing,Surat,Gujarat,PM Gram Sadak Yojana,C007,medium,1,890.81,865.36,848.39,805.49,42.9,5.06,0.9494,0,92,normal,0,green
REC05068,2024,3,1,Sanitation,Anand,Gujarat,Ayushman Bharat,C082,low,3,47.79,46.42,45.51,43.56,1.95,4.28,0.9572,0,92,normal,0,green
REC09525,2024,2,1,Agriculture,Rajkot,Gujarat,PM Awas Yojana,C053,low,2,206.49,200.59,196.66,38.25,158.41,80.55,0.1945,0,24,anomaly_under,2,red
REC04047,2022,10,4,Agriculture,Surat,Gujarat,PM Gram Sadak Yojana,C078,low,1,50.74,49.29,48.32,31.72,16.6,34.35,0.6565,0,76,normal,0,green
REC07748,2021,6,2,Sanitation,Dahanu,Maharashtra,Ayushman Bharat,C016,medium,3,91.67,89.05,87.3,61.52,25.78,29.53,0.7047,0,59,warning,1,yellow
REC02827,2024,4,2,Education,Nagpur,Maharashtra,PM Awas Yojana,C063,medium,2,301.84,293.22,287.47,252.12,35.35,12.3,0.877,0,60,normal,0,green
REC01709,2023,2,1,Sanitation,Surat,Gujarat,Ayushman Bharat,C014,high,1,177.58,172.5,169.12,148.46,20.66,12.22,0.8778,0,61,normal,0,green
REC07746,2023,9,3,Health,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C049,low,1,281.22,273.19,267.83,205.29,62.54,23.35,0.7665,0,52,warning,1,yellow
REC02639,2022,3,1,Health,Mumbai,Maharashtra,Jal Jeevan Mission,C059,low,1,144.47,140.34,137.59,127.03,10.56,7.67,0.9233,0,62,normal,0,green
REC08684,2023,1,1,Infrastructure,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C096,medium,2,1509.71,1466.58,1437.82,1802.84,365.02,25.39,1.2539,1,20,anomaly_over,2,red
REC09615,2021,9,3,Agriculture,Surat,Gujarat,MGNREGA,C083,medium,1,374.34,363.64,356.51,42.07,314.44,88.2,0.118,0,26,anomaly_under,2,red
REC07387,2023,9,3,Sanitation,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C044,medium,3,84.96,82.53,80.91,91.94,11.03,13.63,1.1363,1,67,warning,1,yellow
REC03412,2023,6,2,Sanitation,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C068,medium,1,213.75,207.64,203.57,179.95,23.62,11.6,0.884,0,69,normal,0,green
REC04311,2023,8,3,Health,Anand,Gujarat,PM Gram Sadak Yojana,C022,low,3,67.79,65.85,64.56,58.9,5.66,8.77,0.9123,0,73,normal,0,green
REC00991,2022,1,1,Housing,Rajkot,Gujarat,PM Gram Sadak Yojana,C044,medium,2,518.1,503.3,493.43,398.25,95.18,19.29,0.8071,0,74,normal,0,green
REC06108,2023,5,2,Sanitation,Dahanu,Maharashtra,PM Fasal Bima Yojana,C030,low,3,15.78,15.33,15.03,13.06,1.97,13.11,0.8689,0,64,normal,0,green
REC08479,2023,11,4,Sanitation,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C026,medium,3,89.31,86.76,85.06,90.95,5.89,6.92,1.0692,1,66,warning,1,yellow
REC05236,2024,1,1,Education,Dahanu,Maharashtra,Sarva Shiksha Abhiyan,C089,medium,3,113.87,110.62,108.45,101.3,7.15,6.59,0.9341,0,74,normal,0,green
REC07762,2024,9,3,Housing,Palghar,Maharashtra,MGNREGA,C092,medium,3,458.67,445.57,436.83,469.01,32.18,7.37,1.0737,1,55,warning,1,yellow
REC05683,2023,9,3,Agriculture,Palghar,Maharashtra,PM Fasal Bima Yojana,C099,medium,3,60.25,58.53,57.38,47.68,9.7,16.9,0.831,0,90,normal,0,green
REC01988,2022,10,4,Health,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C049,low,3,140.61,136.59,133.91,117.87,16.04,11.98,0.8802,0,72,normal,0,green
REC09948,2021,9,3,Housing,Mumbai,Maharashtra,Ayushman Bharat,C059,low,1,343.2,333.4,326.86,109.11,217.75,66.62,0.3338,0,20,anomaly_under,2,red
REC06123,2022,3,1,Education,Pune,Maharashtra,Jal Jeevan Mission,C047,low,1,504.19,489.78,480.18,443.63,36.55,7.61,0.9239,0,77,normal,0,green
REC01524,2023,10,4,Housing,Vadodara,Gujarat,PM Gram Sadak Yojana,C082,low,2,617.13,599.49,587.74,511.32,76.42,13.0,0.87,0,92,normal,0,green
REC07222,2024,11,4,Agriculture,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C018,low,3,41.53,40.34,39.55,21.75,17.8,45.01,0.5499,0,62,warning,1,yellow
REC00960,2021,6,2,Sanitation,Nagpur,Maharashtra,MGNREGA,C085,low,2,85.19,82.75,81.13,70.69,10.44,12.87,0.8713,0,63,normal,0,green
REC09931,2022,10,4,Infrastructure,Bharuch,Gujarat,PM Fasal Bima Yojana,C025,low,3,1742.34,1692.56,1659.37,646.86,1012.51,61.02,0.3898,0,28,anomaly_under,2,red
REC00650,2023,10,4,Sanitation,Surat,Gujarat,PM Gram Sadak Yojana,C090,low,1,258.62,251.23,246.3,237.45,8.85,3.59,0.9641,0,88,normal,0,green
REC00927,2022,2,1,Education,Anand,Gujarat,Sarva Shiksha Abhiyan,C001,low,3,66.02,64.14,62.88,60.96,1.92,3.05,0.9695,0,62,normal,0,green
REC08380,2022,1,1,Education,Vadodara,Gujarat,Ayushman Bharat,C072,medium,2,155.42,150.98,148.02,163.45,15.43,10.42,1.1042,1,49,warning,1,yellow
REC07146,2021,5,2,Education,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C059,low,2,193.35,187.82,184.14,136.14,48.0,26.07,0.7393,0,45,warning,1,yellow
REC05957,2023,9,3,Infrastructure,Raigad,Maharashtra,PM Gram Sadak Yojana,C035,medium,3,390.81,379.64,372.2,310.59,61.61,16.55,0.8345,0,63,normal,0,green
REC04619,2021,11,4,Education,Anand,Gujarat,Ayushman Bharat,C098,low,3,177.54,172.47,169.09,159.3,9.79,5.79,0.9421,0,76,normal,0,green
REC03403,2022,8,3,Health,Vadodara,Gujarat,Swachh Bharat Mission,C071,low,2,406.37,394.76,387.02,337.84,49.18,12.71,0.8729,0,63,normal,0,green
REC08116,2023,10,4,Sanitation,Rajkot,Gujarat,MGNREGA,C010,low,2,53.24,51.71,50.7,36.67,14.03,27.67,0.7233,0,47,warning,1,yellow
REC01236,2023,10,4,Sanitation,Ahmedabad,Gujarat,PM Awas Yojana,C069,medium,1,40.2,39.06,38.29,32.58,5.71,14.91,0.8509,0,93,normal,0,green
REC00786,2023,3,1,Housing,Mumbai,Maharashtra,Swachh Bharat Mission,C075,low,1,1008.58,979.76,960.55,768.97,191.58,19.94,0.8006,0,70,normal,0,green
REC08264,2024,5,2,Infrastructure,Nandurbar,Maharashtra,PM Awas Yojana,C071,low,3,1437.66,1396.58,1369.2,1525.69,156.49,11.43,1.1143,1,43,warning,1,yellow
REC01467,2024,8,3,Infrastructure,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C041,low,2,2888.95,2806.41,2751.38,2202.4,548.98,19.95,0.8005,0,80,normal,0,green
REC07521,2023,3,1,Agriculture,Anand,Gujarat,Sarva Shiksha Abhiyan,C006,low,3,41.07,39.89,39.11,42.28,3.17,8.11,1.0811,1,59,warning,1,yellow
REC05929,2024,11,4,Health,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C004,low,3,126.04,122.44,120.04,111.26,8.78,7.31,0.9269,0,73,normal,0,green
REC04149,2021,1,1,Agriculture,Palghar,Maharashtra,PM Fasal Bima Yojana,C066,low,3,81.09,78.77,77.23,66.11,11.12,14.4,0.856,0,89,normal,0,green
REC07944,2021,10,4,Infrastructure,Vadodara,Gujarat,Jal Jeevan Mission,C008,medium,2,2164.6,2102.75,2061.52,2174.67,113.15,5.49,1.0549,1,61,warning,1,yellow
REC01152,2022,4,2,Housing,Pune,Maharashtra,PM Fasal Bima Yojana,C034,low,1,159.52,154.96,151.92,126.23,25.69,16.91,0.8309,0,63,normal,0,green
REC01057,2022,9,3,Housing,Dahanu,Maharashtra,Jal Jeevan Mission,C026,medium,3,56.61,54.99,53.91,46.75,7.16,13.28,0.8672,0,84,normal,0,green
REC08064,2023,4,2,Sanitation,Mumbai,Maharashtra,Ayushman Bharat,C029,low,1,135.41,131.54,128.96,92.13,36.83,28.56,0.7144,0,35,warning,1,yellow
REC01884,2024,7,3,Education,Mumbai,Maharashtra,Ayushman Bharat,C027,medium,1,421.68,409.63,401.6,367.47,34.13,8.5,0.915,0,70,normal,0,green
REC05520,2022,8,3,Education,Mumbai,Maharashtra,Jal Jeevan Mission,C067,low,1,527.36,512.29,502.25,479.21,23.04,4.59,0.9541,0,65,normal,0,green
REC01595,2021,4,2,Education,Nashik,Maharashtra,PM Fasal Bima Yojana,C066,low,2,414.67,402.82,394.92,338.44,56.48,14.3,0.857,0,82,normal,0,green
REC05544,2021,1,1,Infrastructure,Mumbai,Maharashtra,Swachh Bharat Mission,C083,medium,1,4382.1,4256.9,4173.43,3651.84,521.59,12.5,0.875,0,77,normal,0,green
REC01133,2023,4,2,Agriculture,Dahanu,Maharashtra,Ayushman Bharat,C004,low,3,37.61,36.54,35.82,25.45,10.37,28.95,0.7105,0,61,normal,0,green
